June,46.53
August,46.52
May,46.52
July,46.51
July,46.51
June,46.51
August,46.5
August,46.5
July,46.49
June,46.49
May,46.49
May,46.49
July,46.48
May,46.48
August,46.47
May,46.47
July,46.46
June,46.46
June,46.45
May,46.45
May,46.44
August,46.43
May,46.43
May,46.42
August,46.41
July,46.41
August,46.39
July,46.39
July,46.38
May,46.38
August,46.33
August,46.33
July,46.33
August,46.3
July,46.3
May,46.3
May,46.28
June,46.27
June,46.26
June,46.25
May,46.25
May,46.24
June,46.23
June,46.22
May,46.21
May,46.21
August,46.2
August,46.18
August,46.18
June,46.17
May,46.17
August,46.16
May,46.15
August,46.14
July,46.14
May,46.14
August,46.12
July,46.12
June,46.12
June,46.12
July,46.11
August,46.1
August,46.09
August,46.09
June,46.09
June,46.09
June,46.09
August,46.08
August,46.07
July,46.07
June,46.07
June,46.07
May,46.07
May,46.07
May,46.07
August,46.06
July,46.04
July,46.02
July,46.02
June,46.01
May,46.01
August,46.0
August,46.0
July,46.0
June,46.0
June,46.0
June,46.0
June,45.99
May,45.99
May,45.99
May,45.98
June,45.97
June,45.97
June,45.97
June,45.96
August,45.95
July,45.95
August,45.94
August,45.94
July,45.94
June,45.94
August,45.93
August,45.93
June,45.92
May,45.92
August,45.9
June,45.9
June,45.89
May,45.87
May,45.87
May,45.87
July,45.86
July,45.86
May,45.86
August,45.85
July,45.85
August,45.84
July,45.84
August,45.83
August,45.83
August,45.83
August,45.83
July,45.83
June,45.82
July,45.81
May,45.81
May,45.8
May,45.8
August,45.79
May,45.79
August,45.78
August,45.78
July,45.78
July,45.78
August,45.77
August,45.77
August,45.77
May,45.76
May,45.76
May,45.75
May,45.75
August,45.73
August,45.73
August,45.73
July,45.73
June,45.72
August,45.71
August,45.71
May,45.7
May,45.68
May,45.68
August,45.67
August,45.67
July,45.67
May,45.67
May,45.67
May,45.67
May,45.67
July,45.66
July,45.66
August,45.65
August,45.65
June,45.65
August,45.64
June,45.64
June,45.64
May,45.64
August,45.63
August,45.62
July,45.62
June,45.62
May,45.62
May,45.61
August,45.59
July,45.58
June,45.57
August,45.56
June,45.55
June,45.55
June,45.55
May,45.55
July,45.54
May,45.54
July,45.53
June,45.53
August,45.52
August,45.52
August,45.52
July,45.52
July,45.52
July,45.52
June,45.51
June,45.51
August,45.5
August,45.49
August,45.49
August,45.49
July,45.49
August,45.48
August,45.48
July,45.48
July,45.48
July,45.48
June,45.48
May,45.48
June,45.47
May,45.47
August,45.46
August,45.46
June,45.46
June,45.46
May,45.46
May,45.45
July,45.44
June,45.44
June,45.44
May,45.44
May,45.43
August,45.42
August,45.42
August,45.42
July,45.42
July,45.41
July,45.4
July,45.4
July,45.4
May,45.39
August,45.36
July,45.36
June,45.36
August,45.35
May,45.35
June,45.34
May,45.34
May,45.34
May,45.32
May,45.32
August,45.31
July,45.31
July,45.29
May,45.29
July,45.28
August,45.27
August,45.27
August,45.27
May,45.27
August,45.21
July,45.2
July,45.2
August,45.19
July,45.19
May,45.19
August,45.17
August,45.17
July,45.17
May,45.17
July,45.16
July,45.16
May,45.15
May,45.15
July,45.14
August,45.13
May,45.13
July,45.12
May,45.12
August,45.11
May,45.11
May,45.11
May,45.11
May,45.11
June,45.1
May,45.1
July,45.09
July,45.09
June,45.08
June,45.08
May,45.08
July,45.07
June,45.07
June,45.07
July,45.06
June,45.06
June,45.06
August,45.05
August,45.05
May,45.04
July,45.03
July,45.02
July,45.01
June,45.0
May,45.0
June,44.99
May,44.99
July,44.98
July,44.97
May,44.96
July,44.95
July,44.94
May,44.93
August,44.92
July,44.9
June,44.9
June,44.89
August,44.88
July,44.88
July,44.88
August,44.87
August,44.86
August,44.86
June,44.86
June,44.86
June,44.85
July,44.84
August,44.83
June,44.82
August,44.81
July,44.81
August,44.8
August,44.8
August,44.8
July,44.8
May,44.8
June,44.78
June,44.78
August,44.76
August,44.76
May,44.76
June,44.75
June,44.74
May,44.74
August,44.73
August,44.73
May,44.73
May,44.73
August,44.72
June,44.72
May,44.72
August,44.71
August,44.71
July,44.71
July,44.71
May,44.71
May,44.71
May,44.71
August,44.69
July,44.68
June,44.66
May,44.66
June,44.65
July,44.64
June,44.64
June,44.64
June,44.64
June,44.64
June,44.64
June,44.63
June,44.63
June,44.63
June,44.63
June,44.62
August,44.61
August,44.61
July,44.61
May,44.6
July,44.59
July,44.59
June,44.59
May,44.59
June,44.58
June,44.58
August,44.57
August,44.57
July,44.57
June,44.57
June,44.57
May,44.55
May,44.55
May,44.55
June,44.53
July,44.52
June,44.52
August,44.51
August,44.51
July,44.51
June,44.51
June,44.51
May,44.51
May,44.51
June,44.5
May,44.5
June,44.49
May,44.48
June,44.47
June,44.47
May,44.46
June,44.45
May,44.43
August,44.4
May,44.4
July,44.39
July,44.39
May,44.39
May,44.39
August,44.38
May,44.38
August,44.37
May,44.37
June,44.34
August,44.33
June,44.33
May,44.33
May,44.31
May,44.3
August,44.29
May,44.29
August,44.28
August,44.27
August,44.25
July,44.25
May,44.25
August,44.23
August,44.23
August,44.23
June,44.22
May,44.22
August,44.19
July,44.19
August,44.18
August,44.18
August,44.18
June,44.18
May,44.18
July,44.15
July,44.15
July,44.15
June,44.15
May,44.15
May,44.15
July,44.14
June,44.14
June,44.14
May,44.14
August,44.13
June,44.13
May,44.12
May,44.12
August,44.11
June,44.1
June,44.1
June,44.1
July,44.09
July,44.09
June,44.09
August,44.08
May,44.08
May,44.08
June,44.07
June,44.05
July,44.04
July,44.04
July,44.04
July,44.04
July,44.04
July,44.03
August,44.02
July,44.01
June,44.0
August,43.98
July,43.98
June,43.97
August,43.95
May,43.95
August,43.94
May,43.94
May,43.94
July,43.92
July,43.92
June,43.92
May,43.92
August,43.91
July,43.9
July,43.9
August,43.89
August,43.86
August,43.84
June,43.84
June,43.84
August,43.83
August,43.83
July,43.83
July,43.83
May,43.83
June,43.82
August,43.79
August,43.78
July,43.78
July,43.77
July,43.77
June,43.77
June,43.77
May,43.77
May,43.77
July,43.75
July,43.75
June,43.74
May,43.73
May,43.72
August,43.71
June,43.71
May,43.71
August,43.69
July,43.68
June,43.68
June,43.68
May,43.66
July,43.65
May,43.65
July,43.62
August,43.61
May,43.61
May,43.61
July,43.6
June,43.6
June,43.6
June,43.6
June,43.59
May,43.59
May,43.59
May,43.59
July,43.58
July,43.58
July,43.58
August,43.57
July,43.57
May,43.57
June,43.56
July,43.55
August,43.54
July,43.54
July,43.54
July,43.54
August,43.53
June,43.53
August,43.51
August,43.51
May,43.51
July,43.5
June,43.49
July,43.48
June,43.47
June,43.47
June,43.47
June,43.47
June,43.47
August,43.44
July,43.44
June,43.44
May,43.44
June,43.43
June,43.43
August,43.42
August,43.42
June,43.42
June,43.42
June,43.42
August,43.41
July,43.41
August,43.4
August,43.4
May,43.4
May,43.4
June,43.39
May,43.39
May,43.39
May,43.39
May,43.39
August,43.38
May,43.38
August,43.37
June,43.37
June,43.37
June,43.34
May,43.31
August,43.3
June,43.3
June,43.3
May,43.3
August,43.29
June,43.29
June,43.29
May,43.28
July,43.27
July,43.27
May,43.27
May,43.27
July,43.26
June,43.26
June,43.25
June,43.25
May,43.24
June,43.23
May,43.23
May,43.22
August,43.2
August,43.2
July,43.2
July,43.2
July,43.2
July,43.2
July,43.2
June,43.2
June,43.2
August,43.18
June,43.18
June,43.18
June,43.18
June,43.18
June,43.18
June,43.18
June,43.18
July,43.17
May,43.17
May,43.15
May,43.15
July,43.14
July,43.13
May,43.13
July,43.12
June,43.12
May,43.12
August,43.1
May,43.1
May,43.1
May,43.08
May,43.07
May,43.05
May,43.05
May,43.05
July,43.04
May,43.04
July,43.03
July,43.03
May,43.03
May,43.03
May,43.02
May,43.02
July,43.01
May,43.01
August,42.99
July,42.98
June,42.97
May,42.97
July,42.95
August,42.94
June,42.93
June,42.93
July,42.92
June,42.91
May,42.91
May,42.91
August,42.9
August,42.9
August,42.89
July,42.89
June,42.89
June,42.89
June,42.89
May,42.87
May,42.87
July,42.86
August,42.85
June,42.85
June,42.85
August,42.84
August,42.84
July,42.84
June,42.83
June,42.83
May,42.82
May,42.82
June,42.81
July,42.8
June,42.8
May,42.79
August,42.78
August,42.77
August,42.77
July,42.76
July,42.76
June,42.76
June,42.76
June,42.76
June,42.76
June,42.76
May,42.76
August,42.75
August,42.75
August,42.75
June,42.75
June,42.75
June,42.75
June,42.75
May,42.75
May,42.75
May,42.75
May,42.75
June,42.74
August,42.73
May,42.73
August,42.72
June,42.72
May,42.72
May,42.72
May,42.72
July,42.71
July,42.71
August,42.7
August,42.68
August,42.68
July,42.68
July,42.68
July,42.68
May,42.68
May,42.68
June,42.67
July,42.66
July,42.65
July,42.65
July,42.65
August,42.64
August,42.64
July,42.64
July,42.64
June,42.64
June,42.64
May,42.63
August,42.62
August,42.62
July,42.62
July,42.62
June,42.62
May,42.61
May,42.61
July,42.6
May,42.6
May,42.59
July,42.58
August,42.57
July,42.57
May,42.57
August,42.56
July,42.56
May,42.56
July,42.55
August,42.54
May,42.54
May,42.54
May,42.54
August,42.53
July,42.53
July,42.53
June,42.53
June,42.53
August,42.52
August,42.52
August,42.52
July,42.52
July,42.52
July,42.51
May,42.51
May,42.51
July,42.5
May,42.5
May,42.5
May,42.5
May,42.5
August,42.49
July,42.49
June,42.48
June,42.48
May,42.48
May,42.48
August,42.47
July,42.47
June,42.45
June,42.45
June,42.45
July,42.44
July,42.44
June,42.44
July,42.43
July,42.43
May,42.42
August,42.41
July,42.41
June,42.41
May,42.41
August,42.4
May,42.39
August,42.38
August,42.38
June,42.38
August,42.37
August,42.37
May,42.37
August,42.36
June,42.36
June,42.36
August,42.35
August,42.35
June,42.34
May,42.34
May,42.34
August,42.33
May,42.33
May,42.33
August,42.32
May,42.32
July,42.31
August,42.3
May,42.3
July,42.29
May,42.28
May,42.27
May,42.27
May,42.26
May,42.26
May,42.26
May,42.24
July,42.23
July,42.23
June,42.23
August,42.22
June,42.22
June,42.22
June,42.21
June,42.21
August,42.2
July,42.2
July,42.2
May,42.2
June,42.18
May,42.18
July,42.17
May,42.16
June,42.15
June,42.15
June,42.15
May,42.15
July,42.13
July,42.12
June,42.12
May,42.12
August,42.1
August,42.1
August,42.09
July,42.09
July,42.09
May,42.09
August,42.07
May,42.07
June,42.06
June,42.06
May,42.06
July,42.05
June,42.05
May,42.05
May,42.04
May,42.04
August,42.03
August,42.03
August,42.02
August,42.02
August,42.02
August,42.02
May,42.02
May,42.02
June,42.01
June,42.01
June,42.01
May,42.01
June,42.0
July,41.99
July,41.99
May,41.98
August,41.97
June,41.96
August,41.95
July,41.95
June,41.95
June,41.95
May,41.94
May,41.94
August,41.93
June,41.93
August,41.92
June,41.91
May,41.91
May,41.91
June,41.9
June,41.89
August,41.87
August,41.87
July,41.86
July,41.86
July,41.85
May,41.85
July,41.84
May,41.84
May,41.84
August,41.83
August,41.83
May,41.81
June,41.8
June,41.79
June,41.77
June,41.77
June,41.75
June,41.75
May,41.75
May,41.74
May,41.74
August,41.73
July,41.73
May,41.73
August,41.72
August,41.72
July,41.72
July,41.72
June,41.72
July,41.69
May,41.69
June,41.67
August,41.65
May,41.65
August,41.64
May,41.64
May,41.64
August,41.63
August,41.63
July,41.63
July,41.62
June,41.62
May,41.58
June,41.57
July,41.56
July,41.56
July,41.56
July,41.56
May,41.56
June,41.55
May,41.55
August,41.54
August,41.54
July,41.54
August,41.53
August,41.53
June,41.53
June,41.53
June,41.53
June,41.51
June,41.51
May,41.51
June,41.5
June,41.49
June,41.48
June,41.48
June,41.48
May,41.48
June,41.47
June,41.46
August,41.45
August,41.45
May,41.45
May,41.45
July,41.44
August,41.43
July,41.43
May,41.43
August,41.42
August,41.42
May,41.42
July,41.41
July,41.41
June,41.41
August,41.4
July,41.4
July,41.4
July,41.4
July,41.38
July,41.38
June,41.38
June,41.38
August,41.37
August,41.37
May,41.35
August,41.34
July,41.34
July,41.34
July,41.34
June,41.34
May,41.34
July,41.32
May,41.31
May,41.31
May,41.31
May,41.31
July,41.3
June,41.3
June,41.3
July,41.28
June,41.28
May,41.28
May,41.28
May,41.28
August,41.27
June,41.26
June,41.26
June,41.26
July,41.24
May,41.24
May,41.24
August,41.23
August,41.23
August,41.23
June,41.23
June,41.23
August,41.22
July,41.22
July,41.22
May,41.22
June,41.21
May,41.21
May,41.21
June,41.2
May,41.2
August,41.19
August,41.19
July,41.19
May,41.19
August,41.18
May,41.18
May,41.18
May,41.18
May,41.18
August,41.17
May,41.16
August,41.15
August,41.15
June,41.15
August,41.14
August,41.14
May,41.14
August,41.13
August,41.13
July,41.13
July,41.13
July,41.13
July,41.13
August,41.12
July,41.12
May,41.12
May,41.12
August,41.11
June,41.09
May,41.09
August,41.08
August,41.08
July,41.08
June,41.07
May,41.06
May,41.06
July,41.05
August,41.04
July,41.04
July,41.03
July,41.03
July,41.02
August,41.01
July,41.01
July,41.01
May,41.01
July,41.0
June,40.99
June,40.99
August,40.98
June,40.98
June,40.98
June,40.98
August,40.97
July,40.97
July,40.96
August,40.94
August,40.94
June,40.94
June,40.94
July,40.93
June,40.93
July,40.92
July,40.92
July,40.92
July,40.92
August,40.91
August,40.91
August,40.91
July,40.91
July,40.91
July,40.91
May,40.9
August,40.89
July,40.88
June,40.88
June,40.88
June,40.88
August,40.87
August,40.87
August,40.87
August,40.87
May,40.87
May,40.87
May,40.87
May,40.87
June,40.86
August,40.85
August,40.84
May,40.84
May,40.84
August,40.83
August,40.83
July,40.83
July,40.81
May,40.81
July,40.8
July,40.8
June,40.8
May,40.8
July,40.79
May,40.79
July,40.78
July,40.77
July,40.76
June,40.76
June,40.76
June,40.76
May,40.76
May,40.76
August,40.75
August,40.75
August,40.75
August,40.75
July,40.75
May,40.75
August,40.73
June,40.72
June,40.72
June,40.72
June,40.72
June,40.71
August,40.7
August,40.7
August,40.7
August,40.68
August,40.68
July,40.68
August,40.67
August,40.67
July,40.67
August,40.64
August,40.64
August,40.64
July,40.64
July,40.64
July,40.63
July,40.63
July,40.63
July,40.62
July,40.61
May,40.61
August,40.6
June,40.59
June,40.59
July,40.58
June,40.58
June,40.58
June,40.57
June,40.56
August,40.55
August,40.55
June,40.53
May,40.53
July,40.51
July,40.51
August,40.5
July,40.5
May,40.5
May,40.5
May,40.49
August,40.48
July,40.48
July,40.48
July,40.47
August,40.46
August,40.46
June,40.46
June,40.45
August,40.43
August,40.43
May,40.43
May,40.43
May,40.43
August,40.42
August,40.42
June,40.42
May,40.42
June,40.41
May,40.41
May,40.41
August,40.4
June,40.4
June,40.4
July,40.38
June,40.38
June,40.37
June,40.37
August,40.35
June,40.34
August,40.33
August,40.33
July,40.33
July,40.33
July,40.32
August,40.31
August,40.31
July,40.31
June,40.31
June,40.31
June,40.31
May,40.31
August,40.3
August,40.3
August,40.3
August,40.29
August,40.28
July,40.27
June,40.27
June,40.27
June,40.26
June,40.26
June,40.26
June,40.26
June,40.26
May,40.26
August,40.25
August,40.25
August,40.25
June,40.25
August,40.24
June,40.24
August,40.23
June,40.23
June,40.23
August,40.22
August,40.22
August,40.22
June,40.22
May,40.21
May,40.21
May,40.21
May,40.21
August,40.19
August,40.19
August,40.19
July,40.19
June,40.19
August,40.18
August,40.18
July,40.18
June,40.17
May,40.17
May,40.17
May,40.17
May,40.17
June,40.16
August,40.14
June,40.14
May,40.14
May,40.14
June,40.13
July,40.12
May,40.11
May,40.11
May,40.11
July,40.1
July,40.1
July,40.09
July,40.09
July,40.08
August,40.06
July,40.06
July,40.06
June,40.06
June,40.05
May,40.05
May,40.04
May,40.03
August,40.02
August,40.02
August,40.02
July,40.02
July,40.02
July,40.01
May,40.01
May,40.01
May,40.01
June,40.0
May,40.0
August,39.99
July,39.99
June,39.99
May,39.99
May,39.98
August,39.97
May,39.97
May,39.97
June,39.96
June,39.96
May,39.96
July,39.95
July,39.95
July,39.95
July,39.94
July,39.94
May,39.93
June,39.92
June,39.92
August,39.91
August,39.91
June,39.91
June,39.91
May,39.91
August,39.9
June,39.9
July,39.89
May,39.89
May,39.89
July,39.86
June,39.86
June,39.86
August,39.85
July,39.84
July,39.84
June,39.84
May,39.83
May,39.81
August,39.8
August,39.79
May,39.79
August,39.78
August,39.78
June,39.78
May,39.78
May,39.78
May,39.78
May,39.78
May,39.78
June,39.77
May,39.77
June,39.76
June,39.75
June,39.75
May,39.75
July,39.73
May,39.73
August,39.7
August,39.7
August,39.69
July,39.68
July,39.68
July,39.65
May,39.65
May,39.65
June,39.64
May,39.64
August,39.63
August,39.63
July,39.63
July,39.63
July,39.62
August,39.61
May,39.6
July,39.58
July,39.56
July,39.56
July,39.56
May,39.56
July,39.55
July,39.55
July,39.54
July,39.54
June,39.54
May,39.54
August,39.52
July,39.5
May,39.5
August,39.49
August,39.49
May,39.49
May,39.49
August,39.48
July,39.48
May,39.48
May,39.47
June,39.46
June,39.46
August,39.45
August,39.45
August,39.45
August,39.44
August,39.43
June,39.43
June,39.42
June,39.42
July,39.41
May,39.41
August,39.4
July,39.4
July,39.4
July,39.4
May,39.4
August,39.38
August,39.38
June,39.38
May,39.38
May,39.37
May,39.37
May,39.37
May,39.36
August,39.35
June,39.35
June,39.35
May,39.35
May,39.35
May,39.35
June,39.34
June,39.34
May,39.34
August,39.33
June,39.32
May,39.32
May,39.32
June,39.31
June,39.31
June,39.31
May,39.31
June,39.3
July,39.29
July,39.29
May,39.28
August,39.27
May,39.27
June,39.26
May,39.26
June,39.25
July,39.24
July,39.24
May,39.24
August,39.23
June,39.23
June,39.23
June,39.23
May,39.23
May,39.22
August,39.21
August,39.21
August,39.2
July,39.2
July,39.2
July,39.19
July,39.18
August,39.15
August,39.15
July,39.15
June,39.14
June,39.14
June,39.14
July,39.13
July,39.13
July,39.13
August,39.12
June,39.12
May,39.12
July,39.1
July,39.1
May,39.1
May,39.09
May,39.09
May,39.09
May,39.08
May,39.08
May,39.08
July,39.06
July,39.06
June,39.05
May,39.05
July,39.04
July,39.04
June,39.04
May,39.04
May,39.04
August,39.03
August,39.03
August,39.03
August,39.02
May,39.02
May,39.02
May,39.02
August,39.0
May,39.0
June,38.99
July,38.98
July,38.98
July,38.98
July,38.98
July,38.97
July,38.97
May,38.97
July,38.96
August,38.95
August,38.95
June,38.95
June,38.95
May,38.95
May,38.95
May,38.94
June,38.93
June,38.93
June,38.93
June,38.93
May,38.93
June,38.92
August,38.9
August,38.9
August,38.89
August,38.89
July,38.89
July,38.89
June,38.89
June,38.89
June,38.88
June,38.88
June,38.88
June,38.87
June,38.87
May,38.86
May,38.83
May,38.83
May,38.83
August,38.82
July,38.82
June,38.81
May,38.79
July,38.78
July,38.78
July,38.77
June,38.77
May,38.77
June,38.76
June,38.76
June,38.76
July,38.75
June,38.75
July,38.74
June,38.73
July,38.72
June,38.72
May,38.71
July,38.7
June,38.7
June,38.7
May,38.7
May,38.7
August,38.69
June,38.69
August,38.67
August,38.66
August,38.66
August,38.66
June,38.66
June,38.66
June,38.66
June,38.65
August,38.64
July,38.64
June,38.64
June,38.64
July,38.63
May,38.63
August,38.62
May,38.61
July,38.58
May,38.58
May,38.58
June,38.57
June,38.57
August,38.56
August,38.56
June,38.56
July,38.55
July,38.55
August,38.54
August,38.54
July,38.54
July,38.54
June,38.54
June,38.54
July,38.53
July,38.53
July,38.53
June,38.53
June,38.52
May,38.51
May,38.51
August,38.5
June,38.5
June,38.5
May,38.5
August,38.49
August,38.49
June,38.49
June,38.49
June,38.49
July,38.47
July,38.47
May,38.47
August,38.45
August,38.45
June,38.45
August,38.44
June,38.44
May,38.44
May,38.44
August,38.43
August,38.43
August,38.43
May,38.43
June,38.42
June,38.42
June,38.42
May,38.42
July,38.41
June,38.41
